date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id
6/3/2017,cat,urine,urinary tract,GN,enterobacter,6/9/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,,R,,R,R,R,R,,I,,R,S,S,,I,R,,,,R,R,R,379
10/17/2017,dog,pus,skin,GN,klebsiella,10/24/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,S,,I,+,R,S,S,,I,R,,,,R,R,R,380
8/5/2017,dog,hip,extremely rare,GN,escherichia,8/10/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,S,S,S,S,,R,-,R,S,R,,S,R,,,,S,I,S,381
11/29/2017,cat,abscess,abscess,GN,pasteurella,12/7/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,,S,,S,S,S,S,,S,,I,S,S,,S,S,,,,,S,S,382
10/27/2017,dog,urine,urinary tract,GN,escherichia,11/1/2017,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,,S,S,S,S,,R,-,S,S,R,,S,S,,,,S,S,S,383
4/17/2017,dog,urine,urinary tract,GN,escherichia,4/21/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,,R,R,R,I,,R,+,R,S,R,,S,R,,,,R,I,R,384
3/16/2017,dog,pg abscess,pg abscess,GN,pseudomonas,3/20/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,,,R,I,R,,I,,R,S,I,,R,R,S,,,R,S,R,385
1/3/2017,dog,urine,urinary tract,GN,proteus,1/9/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,386
8/31/2017,dog,ub mucosa,urinary tract,GN,escherichia,9/5/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,R,S,387
10/4/2017,dog,urine,urinary tract,GN,escherichia,10/9/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,I,R,,,,R,I,R,388
1/31/2017,dog,urine,urinary tract,GN,acinetobacter,2/9/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,R,R,R,,R,R,R,R,,R,,R,R,R,,R,R,S,,S,R,R,S,389
5/3/2017,dog,urine,urinary tract,GN,proteus,5/9/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,I,,R,,S,,R,,R,R,,,,R,S,R,390
10/6/2017,dog,ear,ear,GN,pseudomonas,10/18/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,,R,R,R,R,,I,,R,I,S,,R,S,S,,,R,S,R,391
12/21/2017,dog,ear,ear,GN,pseudomonas,12/26/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,392
12/21/2017,dog,ear,ear,GN,pseudomonas,12/26/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,,R,R,R,R,,I,,R,S,S,,R,S,S,,,R,S,R,393
1/24/2017,dog,urine,urinary tract,GN,klebsiella,1/27/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,I,R,,,,R,R,R,394
10/16/2017,dog,gall stone,gall bladder,GN,pseudomonas,10/19/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,,R,R,R,S,,R,,S,R,R,,R,S,S,,,R,S,R,395
5/11/2017,dog,urine,urinary tract,GN,enterobacter,5/18/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,,R,,S,S,S,I,,S,,S,S,S,,I,S,,,,S,S,S,396
7/14/2017,dog,ub mucosa,urinary tract,GN,enterobacter,7/20/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,,I,S,S,R,,S,,S,S,S,,I,S,,,,S,S,S,397
7/7/2017,dog,urine,urinary tract,GN,proteus,7/14/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,I,I,,S,S,S,R,,R,,S,,R,,R,S,,,,R,S,R,398
8/7/2017,dog,wound,wound,GN,acinetobacter,8/11/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,I,S,,S,S,I,S,,S,,S,S,S,,S,S,S,,S,R,S,R,399
4/28/2017,dog,nasal mucosa,nasal cavity,GN,pseudomonas,5/4/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,R,,S,S,I,,R,I,S,,,R,S,R,400
3/15/2017,dog,nasal discharge,nasal cavity,GN,escherichia,3/21/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,401
12/24/2017,dog,urine,urinary tract,GN,burkholderia,12/28/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,R,R,R,,R,R,R,R,,R,,R,R,I,,R,I,,,,R,R,S,402
9/17/2017,dog,urine,urinary tract,GN,escherichia,9/21/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,I,R,403
5/5/2017,dog,abdominal cavity,abdomen,GN,acinetobacter,5/16/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,I,R,,R,R,R,I,,S,,S,S,S,,R,S,S,,S,S,S,S,404
9/7/2017,dog,wound,wound,GN,pseudomonas,9/12/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,,,,R,S,R,405
5/31/2017,dog,nasal swab,nasal cavity,GN,klebsiella,6/6/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,S,,I,-,S,S,S,,S,S,,,,R,S,R,406
1/27/2017,cat,urine,urinary tract,GN,pseudomonas,1/31/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,407
7/18/2017,cat,abscess,abscess,GN,pasteurella,7/24/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,,S,,S,S,S,S,,S,,S,S,S,,S,S,,,,,S,S,408
6/13/2017,dog,urine,urinary tract,GN,escherichia,6/16/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,I,S,409
5/6/2017,cat,exudate,exudate,GN,pseudomonas,5/15/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,I,,I,I,S,,R,S,S,,,R,S,R,410
11/24/2017,dog,urine,urinary tract,GN,escherichia,12/7/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,R,R,R,I,,R,+,R,S,R,,S,R,,,,R,I,S,411
1/29/2017,dog,exudate,exudate,GN,pseudomonas,2/2/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,S,S,,R,R,S,I,,S,,S,S,S,,I,S,,,,S,S,S,412
1/27/2017,cat,urine,urinary tract,GN,enterobacter,2/2/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,,R,,R,R,R,R,,R,,R,S,R,,S,R,,,,R,R,R,413
1/6/2017,dog,sputum swab,oral,GN,klebsiella,1/12/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,I,R,,,,R,R,R,414
12/8/2017,dog,ear exudate,ear,GN,proteus,12/14/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,R,,S,,S,,S,,R,S,,,,R,S,R,415
12/8/2017,dog,ear exudate,ear,GN,proteus,12/18/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,R,,S,,S,,S,,R,S,,,,R,S,R,416
3/28/2017,dog,prostate,urogenital system,GN,escherichia,3/31/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,417
3/28/2017,dog,prostate,urogenital system,GN,escherichia,3/31/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,,R,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,418
2/18/2017,dog,urine,urinary tract,GN,escherichia,2/23/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,S,,I,-,S,S,S,,S,R,,,,R,S,S,419
11/24/2017,cat,urine,urinary tract,GN,proteus,12/7/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,R,,S,,R,,S,,R,S,,,,R,S,R,420
12/1/2017,dog,abdominal fluid,abdomen,GN,escherichia,12/7/2017,train,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,,S,,S,S,S,S,,R,-,S,S,R,,S,S,,,,S,S,S,421
11/15/2017,cat,lhl exudate,exudate,GN,escherichia,11/20/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,422
3/11/2017,cat,pleural effusion,pleural effusion,GN,escherichia,3/16/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,R,423
3/20/2017,cat,hypopyon,eye,GN,escherichia,3/24/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,I,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,R,424
5/5/2017,dog,crust from skin,skin,GN,acinetobacter,5/11/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,R,R,R,,R,R,R,R,,R,,R,R,R,,R,R,S,,R,R,R,R,425
12/3/2017,cat,pus,skin,GN,pasteurella,12/8/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,,S,,S,S,S,S,,S,,I,S,S,,S,S,,,,,S,S,426
2/12/2017,cat,thoracic,pleural cavity,GN,acinetobacter,2/20/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,I,I,R,,S,,R,S,S,,R,R,,,S,R,S,S,427
3/2/2017,dog,urine,urinary tract,GN,escherichia,3/8/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,I,R,428
12/11/2017,dog,exudate,exudate,GN,escherichia,12/15/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,S,S,S,I,,I,-,S,S,S,,S,R,,,,R,S,S,429
6/17/2017,dog,urine,urinary tract,GN,klebsiella,6/22/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,430
2/24/2017,cat,pleural effusion,pleural effusion,GN,pantoea,3/3/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,,R,,S,S,S,S,,S,,S,S,S,,I,S,,,,S,S,S,431
6/2/2017,dog,x swab from implant site,extremely rare,GN,pseudomonas,6/8/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,,R,R,R,R,,R,,R,S,R,,R,I,S,,,R,R,R,432
11/23/2017,dog,urine,urinary tract,GN,stenotrophomonas,12/7/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,S,433
2/14/2017,dog,urine,urinary tract,GN,escherichia,2/17/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R,434
5/4/2017,dog,ear,ear,GN,achromobacter,5/11/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,S,I,S,,R,R,R,I,,R,,R,S,R,,R,S,,,,R,I,S,435
6/14/2017,dog,exudate,exudate,GN,pseudomonas,6/19/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,,R,S,R,436
4/28/2017,dog,pus,skin,GN,enterobacter,5/3/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,,S,S,S,S,,S,,S,S,S,,I,S,,,,S,S,S,437
1/16/2017,dog,renal,renal,GN,escherichia,1/21/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,S,,S,S,S,I,,I,-,R,S,S,,S,R,,,,R,I,R,438
1/12/2017,cat,ear mass,ear,GN,escherichia,1/21/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,I,R,439
3/9/2017,dog,ulceration mass with purulent exudate,exudate,GN,pseudomonas,3/20/2017,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,440
5/8/2017,dog,urine,urinary tract,GN,klebsiella,5/16/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,,R,R,S,R,,R,-,R,S,I,,R,R,,,,R,R,R,441
12/20/2017,cat,ub cath + mucosa,urinary tract,GN,escherichia,12/26/2017,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S,442
10/4/2017,dog,urine,urinary tract,GN,pseudomonas,10/10/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,I,-,S,I,S,,R,S,S,,,R,S,R,443
9/5/2017,dog,ventral neck mass,abscess,GN,proteus,9/11/2017,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,S,,S,S,S,S,,R,,S,,S,,R,R,,,,R,I,R,444
