date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id,ans_azithromycin,ans_fluconazole,ans_minocycline,ans_vancomycin,S/I/R_benzylpenicillin,S/I/R_cefoxitin screen,S/I/R_clindamycin,S/I/R_erythromycin,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_inducible clindamycin resistance,S/I/R_minocycline,S/I/R_mupirocin,S/I/R_oxacillin,S/I/R_vancomycin
2/20/2019,dog,urine,urinary tract,GN,acinetobacter,2/25/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,,,,,,S,,I,S,S,,,S,,,,S,I,R,1633,,,,,,,,,,,,,,,
12/14/2019,cat,abscess,abscess,GN,pasteurella,12/13/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,S,S,S,,,S,S,S,,S,,I,S,S,S,,,,S,,S,,S,1634,,,,,,,,,,,,,,,
1/15/2019,dog,urine,urinary tract,GN,proteus,1/23/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,R,,R,,S,,R,,R,R,,,,R,S,R,1635,,,,,,,,,,,,,,,
1/25/2019,dog,wound,wound,GN,pseudomonas,1/30/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,I,,,,,S,,1636,,,,,,,,,,,,,,,
9/18/2019,dog,urine,urinary tract,GN,proteus,9/23/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,,S,S,S,S,,S,,S,,S,,R,I,,,,R,S,S,1637,,,,,,,,,,,,,,,
4/27/2019,dog,urine,urinary tract,GN,escherichia,5/2/2019,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,R,1638,,,,,,,,,,,,,,,
9/21/2019,dog,urine,urinary tract,GN,escherichia,9/26/2019,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,,R,R,R,S,,R,+,S,S,R,,S,R,,,,R,S,R,1639,,,,,,,,,,,,,,,
9/27/2019,dog,opened wound,wound,GN,pseudomonas,10/3/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,1640,,,,,,,,,,,,,,,
5/23/2019,cat,surgical site,surgical site,GN,klebsiella,5/29/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I,R,R,R,,R,R,I,R,,R,-,R,S,R,,I,R,,,,R,R,S,1641,,,,,,,,,,,,,,,
5/23/2019,cat,surgical site,surgical site,GN,klebsiella,5/29/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,R,S,1642,,,,,,,,,,,,,,,
3/11/2019,cat,chronic wound,wound,GN,acinetobacter,3/15/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,R,,R,R,R,,,R,,,,R,R,R,1643,,,,,,,,,,,,,,,
4/21/2019,cat,wound,wound,GN,klebsiella,4/25/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,,R,R,I,R,,R,-,R,S,R,,I,R,,,,R,R,S,1644,,,,,,,,,,,,,,,
2/25/2019,cat,opened wound,wound,GN,enterobacter,2/28/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,,R,,R,R,R,I,,R,,R,S,R,,I,R,,,,R,R,R,1645,,,,,,,,,,,,,,,
4/3/2019,dog,urine,urinary tract,GN,klebsiella,4/11/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R,1646,,,,,,,,,,,,,,,
6/25/2019,dog,urine,urinary tract,GN,escherichia,7/1/2019,train,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,S,,S,S,S,R,,R,-,R,S,R,,I,R,,,,R,S,R,1647,,,,,,,,,,,,,,,
6/10/2019,dog,urine,urinary tract,GN,proteus,6/14/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,1648,,,,,,,,,,,,,,,
2/15/2019,dog,abscess,abscess,GN,serratia,2/22/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,,S,,S,S,,S,,S,I,S,,R,S,,,,S,S,S,1649,,,,,,,,,,,,,,,
9/20/2019,cat,surgical site,surgical site,GN,escherichia,9/26/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,1650,,,,,,,,,,,,,,,
10/20/2019,dog,abscess,abscess,GN,pasteurella,11/5/2019,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,1651,,,,,,,,,,,,,,,
4/26/2019,dog,urine,urinary tract,GN,pseudomonas,5/1/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,,1652,,,,,,,,,,,,,,,
5/1/2019,dog,urine,urinary tract,GN,pseudomonas,5/8/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,,,,,,,,,R,,R,S,R,,,,,,,,R,,1653,,,,,,,,,,,,,,,
6/10/2019,dog,ub mucosa,urinary tract,GN,pseudomonas,6/14/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,,1654,,,,,,,,,,,,,,,
1/24/2019,dog,wound,wound,GN,pseudomonas,1/29/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,1655,,,,,,,,,,,,,,,
11/27/2019,dog,urine,urinary tract,GN,pseudomonas,12/2/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,R,,S,S,R,,,,,,,,,,1656,,,,,,,,,,,,,,,
10/25/2019,dog,urine,urinary tract,GN,pseudomonas,10/30/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,R,,S,S,R,,,,,,,,,,1657,,,,,,,,,,,,,,,
10/11/2019,dog,urine,urinary tract,GN,serratia,10/22/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,S,,S,S,S,S,,S,,S,S,R,,,S,,R,,S,1658,,,,,,,,,,,,,,,
12/8/2019,dog,urine,urinary tract,GN,escherichia,12/16/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,S,S,S,S,S,S,R,-,R,S,R,S,S,,,R,,S,,R,1659,,,,,,,,,,,,,,,
2/26/2019,dog,urine,urinary tract,GN,escherichia,3/1/2019,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R,1660,,,,,,,,,,,,,,,
12/3/2019,dog,urine,urinary tract,GN,escherichia,12/9/2019,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,R,S,S,S,S,S,R,-,R,S,R,S,S,,,R,,S,,S,1661,,,,,,,,,,,,,,,
12/19/2019,dog,urine,urinary tract,GN,escherichia,12/25/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,S,S,I,-,S,S,S,S,S,,,S,,S,,S,1662,,,,,,,,,,,,,,,
2/22/2019,dog,urine,urinary tract,GN,escherichia,2/26/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R,1663,,,,,,,,,,,,,,,
12/9/2019,dog,urine,urinary tract,GN,klebsiella,12/13/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S,1664,,,,,,,,,,,,,,,
6/15/2019,dog,exudate,exudate,GN,pseudomonas,6/21/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1665,,,,,,,,,,,,,,,
6/11/2019,dog,urine,urinary tract,GN,proteus,6/17/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,1666,,,,,,,,,,,,,,,
9/17/2019,dog,urine,urinary tract,GN,escherichia,9/20/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,,R,R,R,I,,R,-,R,R,R,,I,R,,,,R,R,R,1667,,,,,,,,,,,,,,,
3/4/2019,dog,urine,urinary tract,GN,pseudomonas,3/7/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,,1668,,,,,,,,,,,,,,,
6/4/2019,dog,anal,extremely rare,GN,escherichia,6/7/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,I,,R,+,S,S,R,,I,R,,,,R,S,R,1669,,,,,,,,,,,,,,,
3/11/2019,dog,purulent,abscess,GN,pseudomonas,3/14/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1670,,,,,,,,,,,,,,,
10/28/2019,dog,urine,urinary tract,GN,escherichia,10/31/2019,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,R,S,S,S,R,I,S,-,S,S,S,R,S,,,S,,R,,S,1671,,,,,,,,,,,,,,,
7/24/2019,dog,abdominal effusion,abdomen,GN,salmonella,7/31/2019,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,S,S,R,,S,S,S,S,,S,,R,S,S,,S,S,,,,S,R,S,1672,,,,,,,,,,,,,,,
12/3/2019,dog,surgical area,surgical site,GN,pseudomonas,12/11/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,S,,S,S,S,,,,,,,,,,1673,,,,,,,,,,,,,,,
12/11/2019,dog,wound,wound,GN,escherichia,12/16/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,1674,,,,,,,,,,,,,,,
4/1/2019,dog,urine,urinary tract,GN,klebsiella,4/4/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,I,R,R,,R,R,R,R,,R,+,S,S,R,,I,R,,,,R,S,S,1675,,,,,,,,,,,,,,,
11/18/2019,dog,urine,urinary tract,GN,klebsiella,11/21/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,I,R,R,R,R,R,R,S,S,R,+,R,S,R,I,I,,,R,,S,,S,1676,,,,,,,,,,,,,,,
5/8/2019,cat,oral wound,oral,GN,pseudomonas,5/15/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,I,,,,,S,,1677,,,,,,,,,,,,,,,
4/2/2019,dog,urine,urinary tract,GN,escherichia,4/10/2019,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S,1678,,,,,,,,,,,,,,,
12/13/2019,dog,urine,urinary tract,GN,escherichia,12/19/2019,train,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,S,R,S,S,S,S,I,I,-,S,S,S,S,S,,,S,,R,,R,1679,,,,,,,,,,,,,,,
11/19/2019,dog,urine,urinary tract,GN,escherichia,11/25/2019,train,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,S,R,S,S,S,S,I,I,-,S,S,S,S,S,,,S,,R,,R,1680,,,,,,,,,,,,,,,
2/12/2019,dog,urine,urinary tract,GN,escherichia,2/15/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,R,R,R,I,,R,-,S,S,R,,S,R,,,,S,S,R,1681,,,,,,,,,,,,,,,
2/16/2019,cat,pleural effusion,pleural effusion,GN,pasteurella,2/22/2019,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,S,S,,,S,S,S,,S,,I,S,S,,,,,,,S,,S,1682,,,,,,,,,,,,,,,
11/18/2019,dog,underneath internal obturator,extremely rare,GN,pseudomonas,11/21/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,S,,S,S,S,,,,,,,,,,1683,,,,,,,,,,,,,,,
5/16/2019,dog,urine,urinary tract,GN,escherichia,5/24/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,S,R,S,1684,,,,,,,,,,,,,,,
2/6/2019,dog,purulent,abscess,GN,proteus,2/11/2019,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,,R,R,R,S,,R,,R,,R,,R,R,,,,R,R,R,1685,,,,,,,,,,,,,,,
3/26/2019,dog,exudate,exudate,GN,pseudomonas,3/28/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1686,,,,,,,,,,,,,,,
2/25/2019,dog,abdominal fluid,abdomen,GN,pseudomonas,3/1/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,,,,,,,,R,,R,,R,I,R,,,R,,,,R,R,R,1687,,,,,,,,,,,,,,,
9/3/2019,dog,urine,urinary tract,GN,klebsiella,9/6/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,,S,S,S,R,,R,-,S,S,R,,R,R,,,,S,S,S,1688,,,,,,,,,,,,,,,
3/4/2019,dog,exudate,exudate,GN,pasteurella,3/13/2019,train,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S,1689,,,,,,,,,,,,,,,
4/29/2019,dog,abscess,abscess,GN,escherichia,5/3/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,R,1690,,,,,,,,,,,,,,,
3/11/2019,dog,fluid,hemoculture,GN,burkholderia,3/20/2019,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,,R,,R,R,R,,,R,,,,R,R,S,1691,,,,,,,,,,,,,,,
3/21/2019,dog,abscess,abscess,GN,escherichia,3/27/2019,train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,,S,S,S,R,,I,-,S,S,S,,S,R,,,,R,S,R,1692,,,,,,,,,,,,,,,
9/3/2019,dog,ub mucosa,urinary tract,GN,pseudomonas,9/9/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,1693,,,,,,,,,,,,,,,
9/3/2019,dog,abdominal cavity,abdomen,GN,pseudomonas,9/13/2019,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,1694,,,,,,,,,,,,,,,
